ap-east-1,13.845
ap-northeast-1,13.845
ap-northeast-2,12.657
ap-south-1,13.868
ap-southeast-1,13.845
ap-southeast-2,13.845
ca-central-1,13.845
eu-central-1,13.961
eu-north-1,13.845
eu-west-1,13.845
eu-west-2,13.845
eu-west-3,13.845
sa-east-1,11.491
us-east-1,13.845
us-east-2,13.845
us-west-1,13.845
us-west-2,13.845
