us-east-2,2.885,8.276
us-east-2,3.011,8.636
us-east-2,3.137,8.317
us-east-2,3.011,8.682
us-east-2,3.011,8.669
us-east-2,3.011,8.665
us-east-2,3.011,8.759
us-east-2,3.011,8.716
us-east-2,3.011,8.630
us-east-2,3.011,8.713
us-east-2,2.885,8.611
us-east-2,3.011,8.422
us-east-2,3.011,8.609
us-east-2,3.011,8.642
us-east-2,3.009,8.546
us-east-2,3.011,8.677
us-east-2,3.011,8.564
us-east-2,3.011,8.443
us-east-2,3.011,8.712
us-east-2,3.011,8.637
us-east-2,3.011,8.545
us-east-2,3.009,8.351
us-east-2,2.885,8.544
us-east-2,2.885,8.433
us-east-2,3.011,8.434
us-east-2,3.137,8.743
us-east-2,3.011,8.398
us-east-2,3.137,8.350
us-east-2,3.137,8.654
us-east-2,3.011,8.592
us-east-2,2.883,8.371
us-east-2,3.011,8.593
us-east-2,3.011,8.604
us-east-2,3.011,8.736
us-east-2,2.885,8.334
us-east-2,3.011,8.625
us-east-2,3.011,8.622
us-east-2,3.011,8.627
us-east-2,3.011,8.379
us-east-2,2.885,8.663
us-east-2,3.009,8.405
us-east-2,3.009,8.565
us-east-2,2.885,8.239
us-east-2,3.011,8.499
us-east-2,3.137,8.466
us-east-2,3.011,8.673
us-east-2,3.011,8.611
us-east-2,3.011,8.614
us-east-2,3.011,8.652
us-east-2,3.011,8.744
us-east-2,3.135,8.713
us-east-2,2.759,8.316
us-east-2,3.011,8.498
us-east-2,3.011,8.706
us-east-2,3.135,8.558
us-east-2,3.011,8.695
us-east-2,3.011,8.607
us-east-2,2.885,8.448
us-east-2,2.885,8.360
us-east-2,3.011,8.690
us-east-2,3.011,8.703
us-east-2,3.011,8.543
us-east-2,2.885,8.492
us-east-2,3.137,8.648
