us-east-2,3.005,8.118
us-east-2,2.993,8.168
us-east-2,3.435,8.124
us-east-2,3.008,8.059
us-east-2,2.944,8.182
us-east-2,2.996,8.065
us-east-2,3.005,8.200
us-east-2,3.421,8.185
us-east-2,3.005,8.147
us-east-2,3.005,8.140
us-east-2,2.944,8.191
us-east-2,4.011,7.959
us-east-2,2.944,8.169
us-east-2,2.993,8.156
us-east-2,2.944,8.198
us-east-2,3.005,8.187
us-east-2,3.435,8.106
us-east-2,3.005,8.171
us-east-2,2.944,8.168
us-east-2,2.992,8.190
us-east-2,2.944,8.192
us-east-2,2.944,8.179
us-east-2,2.944,8.189
us-east-2,2.944,8.103
us-east-2,3.506,8.129
us-east-2,3.421,8.200
us-east-2,3.005,8.169
us-east-2,3.005,8.178
us-east-2,2.944,8.143
us-east-2,3.005,8.176
us-east-2,2.944,8.203
us-east-2,3.507,8.087
us-east-2,2.993,8.102
us-east-2,3.005,8.147
us-east-2,2.993,8.207
us-east-2,2.944,8.173
us-east-2,3.005,8.209
us-east-2,3.005,8.152
us-east-2,4.008,8.010
us-east-2,2.993,8.160
us-east-2,2.935,8.098
us-east-2,2.944,8.195
us-east-2,3.005,8.134
us-east-2,3.005,8.108
us-east-2,2.944,8.170
us-east-2,2.944,8.208
us-east-2,2.993,8.109
us-east-2,3.005,8.144
us-east-2,2.944,8.152
us-east-2,2.993,8.173
us-east-2,2.944,8.116
us-east-2,2.993,8.166
us-east-2,3.005,8.170
us-east-2,2.944,8.145
us-east-2,3.005,8.151
us-east-2,4.008,8.076
us-east-2,2.944,8.163
us-east-2,3.435,8.132
us-east-2,2.993,8.201
us-east-2,2.943,8.152
us-east-2,2.944,8.161
us-east-2,2.993,8.151
us-east-2,3.005,8.137
us-east-2,3.492,8.085
us-east-2,3.018,8.242
us-east-2,3.492,8.143
us-east-2,3.005,8.123
us-east-2,3.008,8.033
us-east-2,2.944,8.202
us-east-2,2.944,8.172
us-east-2,3.005,8.184
us-east-2,3.005,8.151
us-east-2,4.417,8.121
us-east-2,2.956,8.130
us-east-2,2.993,8.140
us-east-2,3.421,8.205
us-east-2,2.956,8.209
us-east-2,2.944,8.214
us-east-2,3.005,8.144
us-east-2,3.005,8.160
us-east-2,3.005,8.131
us-east-2,2.993,8.165
us-east-2,2.944,8.161
us-east-2,2.944,8.111
us-east-2,3.005,8.156
us-east-2,3.492,8.049
us-east-2,3.005,8.192
us-east-2,2.944,8.178
us-east-2,3.005,8.134
us-east-2,3.005,8.185
us-east-2,2.944,8.127
us-east-2,3.005,8.204
us-east-2,3.005,8.129
us-east-2,2.944,8.185
us-east-2,3.994,7.815
us-east-2,2.944,8.117
us-east-2,2.944,8.160
us-east-2,3.018,8.238
us-east-2,3.005,8.149
us-east-2,2.944,8.174
us-east-2,3.435,8.202
us-east-2,3.492,8.161
us-east-2,2.956,8.215
us-east-2,3.005,8.182
us-east-2,2.944,8.187
us-east-2,3.005,8.122
us-east-2,2.993,8.115
us-east-2,2.944,8.198
us-east-2,2.935,8.078
us-east-2,3.005,8.181
us-east-2,2.944,8.173
us-east-2,2.947,8.089
us-east-2,2.944,8.180
us-east-2,3.005,8.153
