us-east-2,3.469,8.494
us-east-2,3.542,8.674
us-east-2,3.597,8.702
us-east-2,3.697,8.693
us-east-2,3.542,8.465
us-east-2,4.400,8.610
us-east-2,3.469,8.511
us-east-2,3.716,8.610
us-east-2,3.648,8.757
us-east-2,3.469,8.408
us-east-2,3.574,8.772
us-east-2,3.672,8.724
us-east-2,3.526,8.843
us-east-2,3.396,8.589
us-east-2,3.574,8.616
us-east-2,3.542,8.619
us-east-2,3.666,8.804
us-east-2,3.597,8.514
us-east-2,3.574,8.678
us-east-2,3.469,8.672
us-east-2,3.672,8.702
us-east-2,3.672,8.684
us-east-2,3.469,8.550
us-east-2,3.574,8.682
us-east-2,3.574,8.612
us-east-2,3.542,8.611
us-east-2,3.396,8.700
us-east-2,3.597,8.640
us-east-2,3.672,8.755
us-east-2,3.542,8.660
us-east-2,3.396,8.664
us-east-2,3.542,8.458
