us-east-2,3.257,8.360
us-east-2,3.445,8.244
us-east-2,3.445,8.748
us-east-2,3.190,8.209
us-east-2,3.005,8.369
us-east-2,3.190,8.548
us-east-2,3.190,8.559
us-east-2,3.257,8.325
us-east-2,3.257,8.550
us-east-2,3.257,8.648
us-east-2,3.257,8.460
us-east-2,3.190,8.505
us-east-2,3.257,8.525
us-east-2,3.190,8.603
us-east-2,3.190,8.190
us-east-2,3.265,8.373
us-east-2,3.190,8.454
us-east-2,3.190,8.300
us-east-2,3.005,8.372
us-east-2,3.190,8.349
us-east-2,3.005,8.413
us-east-2,3.005,8.365
us-east-2,3.445,8.277
us-east-2,3.190,8.377
us-east-2,3.257,8.643
us-east-2,3.190,8.685
us-east-2,3.190,8.635
us-east-2,3.517,8.185
us-east-2,3.190,8.414
us-east-2,3.445,8.549
us-east-2,3.445,8.626
us-east-2,3.190,8.205
us-east-2,3.190,8.352
us-east-2,3.190,8.307
us-east-2,3.257,8.532
us-east-2,3.190,8.550
us-east-2,3.257,8.188
us-east-2,3.257,8.460
us-east-2,3.257,8.694
us-east-2,3.190,8.248
us-east-2,3.190,8.463
us-east-2,3.257,8.547
us-east-2,3.257,8.572
us-east-2,3.257,8.253
us-east-2,3.445,8.734
us-east-2,3.257,8.398
us-east-2,3.257,8.467
us-east-2,3.190,8.349
us-east-2,3.257,8.554
us-east-2,3.257,8.673
us-east-2,3.005,8.347
us-east-2,3.190,8.261
us-east-2,3.257,8.403
us-east-2,3.190,8.682
us-east-2,3.257,8.577
us-east-2,3.257,8.498
us-east-2,3.257,8.399
us-east-2,3.445,8.474
us-east-2,3.445,8.569
us-east-2,3.257,8.568
us-east-2,3.257,8.714
us-east-2,3.257,8.367
us-east-2,3.190,8.317
us-east-2,4.260,8.286
