500,587,919,1571,36597
1500,528,766,998,107185
2500,1570,15330,40201,173064
3500,1973,31949,53264,180696
4500,2717,57921,67615,245361
5500,147317,183007,189518,134003
6500,235074,236022,237035,87185
7500,52037,112382,145582,207011
8500,197334,200306,208836,156009
