500,567,894,1265,36615
1500,537,770,1001,107197
2500,1135,1828,5135,173782
3500,1296,2011,2919,237329
4500,96143,97923,112391,43599
6500,50486,52417,53857,17845
8500,103540,108762,168705,225005
