500,586,894,1267,36614
1500,528,768,998,106792
2500,1071,2807,45762,153656
3500,89516,100434,112773,135776
4500,166576,171864,177496,134669
5500,6646,92857,95112,77301
6500,68917,70311,134772,179410
7500,177465,183117,185261,176992
8500,121145,124560,144729,185985
