500,510,727,947,36728
1500,514,734,954,107179
2500,541,765,988,174433
3500,577,802,1029,239254
4500,674,987,1370,299802
5500,949,1355,1949,359111
6500,1943,2772,4208,412356
7500,6734,12428,15884,446028
8500,48212,50754,57811,421513
