500,571,891,1255,36861
1500,537,767,998,107046
2500,1064,1668,2436,169314
3500,1260,2026,3338,238042
4500,1760,2626,3631,298214
5500,4587,10120,16667,338242
6500,18414,20214,41902,357048
7500,49374,61998,66123,363007
8500,60152,65063,71633,318013
