500,508,727,945,36543
1500,514,735,955,106833
2500,518,738,960,173738
3500,537,763,989,239057
4500,563,796,1027,299988
5500,650,934,1793,359053
6500,728,1260,2795,413998
7500,1435,2365,4763,468369
8500,19126,25661,30044,472283
