500,571,893,1259,36744
1500,539,770,1002,107264
3500,1279,1991,2850,237720
4500,1807,2772,4956,298604
5500,25155,31996,38754,329572
6500,89109,91269,93634,281712
7500,117171,121544,126193,273008
8500,109210,113331,119656,312012
