500,568,888,1254,36633
1500,532,770,1001,107152
2500,1096,1696,2414,174888
3500,1278,1989,2862,237511
4500,1766,2635,3661,297370
5500,1968,2949,4067,353717
6500,18835,20643,22425,383880
7500,43600,49555,53976,381009
8500,54721,60625,68168,399010
