500,509,727,946,36672
1500,516,736,955,106782
2500,520,741,962,174061
3500,529,753,978,239551
4500,543,771,1002,300924
5500,570,811,1047,359393
6500,662,968,1289,415680
8500,892,1354,2212,521963
