500,510,727,945,36693
1500,516,736,956,106959
2500,521,742,963,174528
3500,529,755,979,239814
4500,547,776,1006,301204
5500,570,811,1047,359954
7500,736,1129,3674,469676
8500,5322,6088,11390,503967
