500,569,895,1258,36728
1500,533,770,1000,107395
2500,1106,1695,2411,174992
3500,1274,2036,3458,237551
4500,1767,2643,3677,297854
5500,1956,2968,4176,353918
6500,18113,19938,21708,384234
7500,43785,49690,54207,381007
8500,55304,60708,68301,399009
