500,510,728,947,36747
1500,518,737,958,107085
2500,523,744,967,174096
3500,534,757,984,239460
4500,555,786,1015,301029
5500,595,860,1195,359878
6500,707,1193,2156,414979
7500,740,1122,1827,469976
8500,1318,3539,4639,522276
