500,510,727,946,36747
1500,518,738,957,106737
2500,523,744,965,173600
3500,550,820,1134,238768
4500,591,892,1276,298803
5500,600,915,1921,355726
6500,20400,22736,29608,372286
7500,22855,24334,28288,430807
8500,87910,92182,94175,357077
