500,592,918,1549,36709
1500,536,769,1001,106999
2500,91853,96305,100751,29740
3500,9097,10306,12332,15532
4500,71253,74465,77760,83151
5500,41393,269284,271000,36706
6500,151771,153034,154774,66576
7500,10365,12701,15538,48006
