500,510,729,945,36805
1500,517,736,957,106923
2500,521,742,964,174270
3500,532,759,984,239051
4500,544,773,1002,300936
5500,586,891,1204,359112
6500,616,880,1143,415845
7500,711,1076,2293,468536
8500,808,1149,1492,519698
