500,509,725,945,36878
1500,514,733,955,107018
2500,519,739,962,174407
3500,554,779,1006,239759
4500,608,845,1077,300614
5500,679,946,1243,359432
6500,783,1249,2399,416184
7500,1770,3157,4946,468700
8500,30978,36173,41105,454055
