500,551,769,989,36772
1500,574,796,1021,107509
2500,519,740,962,174175
3500,697,972,1233,239313
4500,693,1167,2109,300687
5500,1440,2823,4607,358407
6500,8613,16078,22510,385387
7500,31313,32659,34702,416000
8500,67912,71594,73625,394800
