500,579,889,1266,36518
1500,535,766,998,107330
2500,1204,10289,23680,171801
3500,2391,15533,23685,182571
4500,64581,71149,81419,215690
5500,146146,149185,153471,181707
6500,95701,127807,129666,236733
7500,116187,119804,182204,125972
8500,162126,166029,171427,221971
