500,511,729,947,36582
1500,517,736,957,106945
2500,558,786,1010,174707
3500,656,880,1106,240076
4500,809,1398,4508,300971
5500,997,1597,3267,360048
6500,14106,18290,20782,389246
7500,39664,41996,42937,404875
8500,46161,52406,57291,425128
