500,564,887,1263,36665
1500,533,765,998,106983
2500,1064,1800,9164,172770
3500,1328,2269,11041,237941
4500,1815,3106,25476,279179
5500,18037,22793,40326,314425
6500,74390,76387,77921,308503
7500,119225,123505,126433,270006
8500,131183,136081,140695,279009
