500,570,891,1255,36725
1500,538,771,1002,107281
2500,1091,1699,2433,174706
3500,1291,2049,3236,237179
4500,1775,2642,3683,298568
5500,2265,5008,12838,354050
6500,76323,78322,80515,305677
7500,78471,83565,87628,330007
8500,82942,88420,95072,354011
