500,568,894,1257,36629
1500,532,769,1000,107144
2500,1103,1697,2411,174422
3500,1267,1985,2863,236816
4500,1751,2625,3687,297084
5500,1954,2945,4081,353701
6500,17653,19359,21057,384248
7500,43202,49226,53737,380972
8500,54450,60332,67817,399010
