500,566,895,1265,36573
1500,538,771,1001,107328
2500,1105,1698,2418,174624
3500,1285,1994,2858,236748
4500,1767,2643,3688,296670
5500,1989,2972,4112,352634
6500,17289,19096,20824,384460
7500,42947,48753,53076,381009
8500,78238,83660,90422,360010
