500,509,728,946,36718
1500,516,735,955,107264
2500,520,742,963,174626
3500,529,754,979,240201
4500,541,770,1000,301117
5500,565,801,1036,360191
6500,608,875,1136,416931
7500,714,1075,1772,469741
8500,811,1203,1697,521868
