500,512,728,948,36893
1500,518,736,958,106917
2500,523,744,966,174169
3500,533,757,983,239910
4500,560,789,1020,301058
5500,606,876,1207,359716
6500,717,1470,2566,416036
7500,821,1971,4250,469892
8500,11136,14895,17710,506582
