0 10 7 2 3
0.6 10 7 2 3
0.6 0 7 2 3
0.857142 0 7 2 3
0.857142 0 0 2 3
2 0 0 2 3
2 0 0 2 0
3 0 0 2 0
3 4 3 10 2
3.6 4 3 10 2
3.6 4 3 0 2
4.5 4 3 0 2
4.5 0 3 0 2
5 0 3 0 2
5 0 0 0 2
6 0 0 0 2
6 2 5 7 9
6.666666 2 5 7 9
6.666666 2 5 7 0
6.857142 2 5 7 0
6.857142 2 5 0 0
7.2 2 5 0 0
7.2 2 0 0 0
9 2 0 0 0
