#Block size, High-priority Traffic, Low-priority Traffic, Confirmation
145258 5.918 29.143 8.469
405517 4.846 59.578 18.593
1089458 4.322 98.818 36.902
2006750 3.511 128.620 47.590
2349604 3.372 138.728 51.437
2544250 3.201 140.993 48.815
