#Block size, High-priority Traffic, Low-priority Traffic, Confirmation
85289 5.068 28.306 8.624
164735 5.525 53.563 16.966
285738 5.175 76.430 24.942
384000 5.269 93.669 31.469
523732 5.078 110.429 37.310
1501059 4.886 166.767 61.178
2223772 4.995 181.987 70.622
